Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HU-en_2022-10-04	u2022-10-04-0	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2022 autumn, meeting 14, day 2, 2022-10-04 [ParlaMint]	2022-10-04	Unicameralism	9. ciklus	-	14. ülés	2. ülésnap	-	COVID,War	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 9th parliamentary term	Coalition	Right to far-right	JakabIstvan	Jakab, István	M	1949	
ParlaMint-HU-en_2022-10-04	u2022-10-04-1	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2022 autumn, meeting 14, day 2, 2022-10-04 [ParlaMint]	2022-10-04	Unicameralism	9. ciklus	-	14. ülés	2. ülésnap	-	COVID,War	English	Regular	MP	notMinister	LMP-frakció	Parliamentary group of the LMP – Hungary's Green Party in the 9th parliamentary term	Opposition	Centre to centre-left	CsardiAntal	Csárdi, Antal	M	1976	
ParlaMint-HU-en_2022-10-04	u2022-10-04-2	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2022 autumn, meeting 14, day 2, 2022-10-04 [ParlaMint]	2022-10-04	Unicameralism	9. ciklus	-	14. ülés	2. ülésnap	-	COVID,War	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 9th parliamentary term	Coalition	Right to far-right	JakabIstvan	Jakab, István	M	1949	
ParlaMint-HU-en_2022-10-04	u2022-10-04-3	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2022 autumn, meeting 14, day 2, 2022-10-04 [ParlaMint]	2022-10-04	Unicameralism	9. ciklus	-	14. ülés	2. ülésnap	-	COVID,War	English	Regular	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 9th parliamentary term	Coalition	Right	RetvariBence	Rétvári, Bence	M	1979	
ParlaMint-HU-en_2022-10-04	u2022-10-04-4	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2022 autumn, meeting 14, day 2, 2022-10-04 [ParlaMint]	2022-10-04	Unicameralism	9. ciklus	-	14. ülés	2. ülésnap	-	COVID,War	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 9th parliamentary term	Coalition	Right to far-right	JakabIstvan	Jakab, István	M	1949	
ParlaMint-HU-en_2022-10-04	u2022-10-04-5	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2022 autumn, meeting 14, day 2, 2022-10-04 [ParlaMint]	2022-10-04	Unicameralism	9. ciklus	-	14. ülés	2. ülésnap	-	COVID,War	English	Regular	MP	notMinister	Mi Hazánk-frakció	Parliamentary group of the Our Homeland Movement in the 9th parliamentary term	Opposition	Far-right	DuroDora	Dúró, Dóra	F	1987	
ParlaMint-HU-en_2022-10-04	u2022-10-04-6	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2022 autumn, meeting 14, day 2, 2022-10-04 [ParlaMint]	2022-10-04	Unicameralism	9. ciklus	-	14. ülés	2. ülésnap	-	COVID,War	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 9th parliamentary term	Coalition	Right to far-right	JakabIstvan	Jakab, István	M	1949	
ParlaMint-HU-en_2022-10-04	u2022-10-04-7	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2022 autumn, meeting 14, day 2, 2022-10-04 [ParlaMint]	2022-10-04	Unicameralism	9. ciklus	-	14. ülés	2. ülésnap	-	COVID,War	English	Regular	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 9th parliamentary term	Coalition	Right	RetvariBence	Rétvári, Bence	M	1979	
ParlaMint-HU-en_2022-10-04	u2022-10-04-8	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2022 autumn, meeting 14, day 2, 2022-10-04 [ParlaMint]	2022-10-04	Unicameralism	9. ciklus	-	14. ülés	2. ülésnap	-	COVID,War	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 9th parliamentary term	Coalition	Right to far-right	JakabIstvan	Jakab, István	M	1949	
ParlaMint-HU-en_2022-10-04	u2022-10-04-9	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2022 autumn, meeting 14, day 2, 2022-10-04 [ParlaMint]	2022-10-04	Unicameralism	9. ciklus	-	14. ülés	2. ülésnap	-	COVID,War	English	Regular	MP	notMinister	Párbeszéd-frakció	Parliamentary group of the Dialogue for Hungary in the 9th parliamentary term	Opposition	Centre-left to left	MellarTamas	Mellar, Tamás	M	1954	
ParlaMint-HU-en_2022-10-04	u2022-10-04-10	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2022 autumn, meeting 14, day 2, 2022-10-04 [ParlaMint]	2022-10-04	Unicameralism	9. ciklus	-	14. ülés	2. ülésnap	-	COVID,War	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 9th parliamentary term	Coalition	Right to far-right	JakabIstvan	Jakab, István	M	1949	
ParlaMint-HU-en_2022-10-04	u2022-10-04-11	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2022 autumn, meeting 14, day 2, 2022-10-04 [ParlaMint]	2022-10-04	Unicameralism	9. ciklus	-	14. ülés	2. ülésnap	-	COVID,War	English	Guest	notMP	notMinister	-	-	-	-	TallaiAndras	Tállai, András	M	1959	
ParlaMint-HU-en_2022-10-04	u2022-10-04-12	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2022 autumn, meeting 14, day 2, 2022-10-04 [ParlaMint]	2022-10-04	Unicameralism	9. ciklus	-	14. ülés	2. ülésnap	-	COVID,War	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 9th parliamentary term	Coalition	Right to far-right	JakabIstvan	Jakab, István	M	1949	
