Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HU-en_2014-05-26	u2014-05-26-0	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 4, day 1, 2014-05-26 [ParlaMint.ana]	2014-05-26	Unicameralism	7. ciklus	-	4. ülés	1. ülésnap	-	Reference	English	Chairperson	notMP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	-	Right to far-right	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2014-05-26	u2014-05-26-1	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 4, day 1, 2014-05-26 [ParlaMint.ana]	2014-05-26	Unicameralism	7. ciklus	-	4. ülés	1. ülésnap	-	Reference	English	Regular	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 7th parliamentary term	-	Centre-left	HarangozoGabor	Harangozó, Gábor István	M	1975	
ParlaMint-HU-en_2014-05-26	u2014-05-26-2	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 4, day 1, 2014-05-26 [ParlaMint.ana]	2014-05-26	Unicameralism	7. ciklus	-	4. ülés	1. ülésnap	-	Reference	English	Chairperson	notMP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	-	Right to far-right	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2014-05-26	u2014-05-26-3	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 4, day 1, 2014-05-26 [ParlaMint.ana]	2014-05-26	Unicameralism	7. ciklus	-	4. ülés	1. ülésnap	-	Reference	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	-	Right to far-right	BudaiGyula	Budai, Gyula	M	1963	
ParlaMint-HU-en_2014-05-26	u2014-05-26-4	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 4, day 1, 2014-05-26 [ParlaMint.ana]	2014-05-26	Unicameralism	7. ciklus	-	4. ülés	1. ülésnap	-	Reference	English	Chairperson	notMP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	-	Right to far-right	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2014-05-26	u2014-05-26-5	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 4, day 1, 2014-05-26 [ParlaMint.ana]	2014-05-26	Unicameralism	7. ciklus	-	4. ülés	1. ülésnap	-	Reference	English	Regular	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 7th parliamentary term	-	Right	HarrachPeter	Harrach, Péter	M	1947	
ParlaMint-HU-en_2014-05-26	u2014-05-26-6	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 4, day 1, 2014-05-26 [ParlaMint.ana]	2014-05-26	Unicameralism	7. ciklus	-	4. ülés	1. ülésnap	-	Reference	English	Chairperson	notMP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	-	Right to far-right	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2014-05-26	u2014-05-26-7	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 4, day 1, 2014-05-26 [ParlaMint.ana]	2014-05-26	Unicameralism	7. ciklus	-	4. ülés	1. ülésnap	-	Reference	English	Regular	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 7th parliamentary term	-	Right	RetvariBence	Rétvári, Bence	M	1979	
ParlaMint-HU-en_2014-05-26	u2014-05-26-8	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 4, day 1, 2014-05-26 [ParlaMint.ana]	2014-05-26	Unicameralism	7. ciklus	-	4. ülés	1. ülésnap	-	Reference	English	Chairperson	notMP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 7th parliamentary term	-	Right to far-right	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2014-05-26	u2014-05-26-9	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2014 spring, meeting 4, day 1, 2014-05-26 [ParlaMint.ana]	2014-05-26	Unicameralism	7. ciklus	-	4. ülés	1. ülésnap	-	Reference	English	Regular	MP	notMinister	LMP-frakció	Parliamentary group of the Politics Can be Different in the 7th parliamentary term	-	Centre to centre-left	SzelBernadett	Szél, Bernadett	F	1977	
