Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HU-en_2018-07-02	u2018-07-02-0	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 summer extraordinary, meeting 8, day 1, 2018-07-02 [ParlaMint.ana]	2018-07-02	Unicameralism	8. ciklus	-	8. ülés	1. ülésnap	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2018-07-02	u2018-07-02-1	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 summer extraordinary, meeting 8, day 1, 2018-07-02 [ParlaMint.ana]	2018-07-02	Unicameralism	8. ciklus	-	8. ülés	1. ülésnap	-	Reference	English	Regular	MP	notMinister	DK-frakció	Parliamentary group of the Democratic Coalition in the 8th parliamentary term	Opposition	Centre-left	VadaiAgnes	Vadai, Ágnes	F	1974	
ParlaMint-HU-en_2018-07-02	u2018-07-02-2	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 summer extraordinary, meeting 8, day 1, 2018-07-02 [ParlaMint.ana]	2018-07-02	Unicameralism	8. ciklus	-	8. ülés	1. ülésnap	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2018-07-02	u2018-07-02-3	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 summer extraordinary, meeting 8, day 1, 2018-07-02 [ParlaMint.ana]	2018-07-02	Unicameralism	8. ciklus	-	8. ülés	1. ülésnap	-	Reference	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	DomotorCsaba	Dömötör, Csaba	M	1982	
ParlaMint-HU-en_2018-07-02	u2018-07-02-4	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 summer extraordinary, meeting 8, day 1, 2018-07-02 [ParlaMint.ana]	2018-07-02	Unicameralism	8. ciklus	-	8. ülés	1. ülésnap	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2018-07-02	u2018-07-02-5	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 summer extraordinary, meeting 8, day 1, 2018-07-02 [ParlaMint.ana]	2018-07-02	Unicameralism	8. ciklus	-	8. ülés	1. ülésnap	-	Reference	English	Regular	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 8th parliamentary term	Opposition	Centre-left	BangoneBorbelyIldiko	Bangóné Borbély, Ildikó	F	1972	
ParlaMint-HU-en_2018-07-02	u2018-07-02-6	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 summer extraordinary, meeting 8, day 1, 2018-07-02 [ParlaMint.ana]	2018-07-02	Unicameralism	8. ciklus	-	8. ülés	1. ülésnap	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2018-07-02	u2018-07-02-7	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 summer extraordinary, meeting 8, day 1, 2018-07-02 [ParlaMint.ana]	2018-07-02	Unicameralism	8. ciklus	-	8. ülés	1. ülésnap	-	Reference	English	Regular	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 8th parliamentary term	Coalition	Right	RetvariBence	Rétvári, Bence	M	1979	
ParlaMint-HU-en_2018-07-02	u2018-07-02-8	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 summer extraordinary, meeting 8, day 1, 2018-07-02 [ParlaMint.ana]	2018-07-02	Unicameralism	8. ciklus	-	8. ülés	1. ülésnap	-	Reference	English	Chairperson	MP	notMinister	-	-	-	-	KoverLaszlo	Kövér, László	M	1959	
ParlaMint-HU-en_2018-07-02	u2018-07-02-9	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2018 summer extraordinary, meeting 8, day 1, 2018-07-02 [ParlaMint.ana]	2018-07-02	Unicameralism	8. ciklus	-	8. ülés	1. ülésnap	-	Reference	English	Regular	MP	notMinister	JOBBIK-frakció	Parliamentary group of the Movement for a Better Hungary in the 8th parliamentary term	Opposition	Centre-right	LukacsLaszloGyorgy	Lukács, László György	M	1983	
