Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HU-en_2021-04-08	u2021-04-08-0	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 70, day 2, 2021-04-08 [ParlaMint.ana]	2021-04-08	Unicameralism	8. ciklus	-	70. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	JakabIstvan	Jakab, István	M	1949	
ParlaMint-HU-en_2021-04-08	u2021-04-08-1	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 70, day 2, 2021-04-08 [ParlaMint.ana]	2021-04-08	Unicameralism	8. ciklus	-	70. ülés	2. ülésnap	-	COVID	English	Regular	MP	notMinister	Párbeszéd-frakció	Parliamentary group of the Dialogue for Hungary in the 8th parliamentary term	Opposition	Centre-left to left	MellarTamas	Mellar, Tamás	M	1954	
ParlaMint-HU-en_2021-04-08	u2021-04-08-2	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 70, day 2, 2021-04-08 [ParlaMint.ana]	2021-04-08	Unicameralism	8. ciklus	-	70. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	JakabIstvan	Jakab, István	M	1949	
ParlaMint-HU-en_2021-04-08	u2021-04-08-3	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 70, day 2, 2021-04-08 [ParlaMint.ana]	2021-04-08	Unicameralism	8. ciklus	-	70. ülés	2. ülésnap	-	COVID	English	Regular	notMP	notMinister	Fidesz	Fidesz – Hungarian Civic Alliance	-	Right to far-right	OrbanBalazs	Orbán, Balázs András	M	1986	
ParlaMint-HU-en_2021-04-08	u2021-04-08-4	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 70, day 2, 2021-04-08 [ParlaMint.ana]	2021-04-08	Unicameralism	8. ciklus	-	70. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	JakabIstvan	Jakab, István	M	1949	
ParlaMint-HU-en_2021-04-08	u2021-04-08-5	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 70, day 2, 2021-04-08 [ParlaMint.ana]	2021-04-08	Unicameralism	8. ciklus	-	70. ülés	2. ülésnap	-	COVID	English	Regular	MP	notMinister	LMP-frakció	Parliamentary group of the Politics Can be Different in the 8th parliamentary term	Opposition	Centre to centre-left	CsardiAntal	Csárdi, Antal	M	1976	
ParlaMint-HU-en_2021-04-08	u2021-04-08-6	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 70, day 2, 2021-04-08 [ParlaMint.ana]	2021-04-08	Unicameralism	8. ciklus	-	70. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	JakabIstvan	Jakab, István	M	1949	
ParlaMint-HU-en_2021-04-08	u2021-04-08-7	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 70, day 2, 2021-04-08 [ParlaMint.ana]	2021-04-08	Unicameralism	8. ciklus	-	70. ülés	2. ülésnap	-	COVID	English	Guest	notMP	notMinister	KDNP	Christian Democratic People's Party	-	Right	SchandaTamasJanos	Schanda, Tamás János	M	1987	
ParlaMint-HU-en_2021-04-08	u2021-04-08-8	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 70, day 2, 2021-04-08 [ParlaMint.ana]	2021-04-08	Unicameralism	8. ciklus	-	70. ülés	2. ülésnap	-	COVID	English	Chairperson	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 8th parliamentary term	Coalition	Right to far-right	JakabIstvan	Jakab, István	M	1949	
ParlaMint-HU-en_2021-04-08	u2021-04-08-9	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2021 spring, meeting 70, day 2, 2021-04-08 [ParlaMint.ana]	2021-04-08	Unicameralism	8. ciklus	-	70. ülés	2. ülésnap	-	COVID	English	Regular	MP	notMinister	DK-frakció	Parliamentary group of the Democratic Coalition in the 8th parliamentary term	Opposition	Centre-left	VarjuLaszlo	Varju, László	M	1961	
