Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-HU-en_2023-03-28	u2023-03-28-0	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Chairperson	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 9th parliamentary term	Coalition	Right	LatorcaiJanos	Latorcai, János	M	1944	
ParlaMint-HU-en_2023-03-28	u2023-03-28-1	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Regular	MP	notMinister	LMP-frakció	Parliamentary group of the LMP – Hungary's Green Party in the 9th parliamentary term	Opposition	Centre to centre-left	KanaszNagyMate	Kanász-Nagy, Máté	M	1986	
ParlaMint-HU-en_2023-03-28	u2023-03-28-2	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Chairperson	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 9th parliamentary term	Coalition	Right	LatorcaiJanos	Latorcai, János	M	1944	
ParlaMint-HU-en_2023-03-28	u2023-03-28-3	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 9th parliamentary term	Coalition	Right to far-right	KonczZsofia	Koncz, Zsófia	F	1990	
ParlaMint-HU-en_2023-03-28	u2023-03-28-4	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Chairperson	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 9th parliamentary term	Coalition	Right	LatorcaiJanos	Latorcai, János	M	1944	
ParlaMint-HU-en_2023-03-28	u2023-03-28-5	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Regular	MP	notMinister	Párbeszéd-frakció	Parliamentary group of the Dialogue for Hungary in the 9th parliamentary term	Opposition	Centre-left to left	TordaiBence	Tordai, Bence	M	1981	
ParlaMint-HU-en_2023-03-28	u2023-03-28-6	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Chairperson	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 9th parliamentary term	Coalition	Right	LatorcaiJanos	Latorcai, János	M	1944	
ParlaMint-HU-en_2023-03-28	u2023-03-28-7	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 9th parliamentary term	Coalition	Right to far-right	DomotorCsaba	Dömötör, Csaba	M	1982	
ParlaMint-HU-en_2023-03-28	u2023-03-28-8	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Chairperson	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 9th parliamentary term	Coalition	Right	LatorcaiJanos	Latorcai, János	M	1944	
ParlaMint-HU-en_2023-03-28	u2023-03-28-9	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Regular	MP	notMinister	Mi Hazánk-frakció	Parliamentary group of the Our Homeland Movement in the 9th parliamentary term	Opposition	Far-right	DuroDora	Dúró, Dóra	F	1987	
ParlaMint-HU-en_2023-03-28	u2023-03-28-10	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Chairperson	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 9th parliamentary term	Coalition	Right	LatorcaiJanos	Latorcai, János	M	1944	
ParlaMint-HU-en_2023-03-28	u2023-03-28-11	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Regular	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 9th parliamentary term	Coalition	Right	RetvariBence	Rétvári, Bence	M	1979	
ParlaMint-HU-en_2023-03-28	u2023-03-28-12	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Chairperson	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 9th parliamentary term	Coalition	Right	LatorcaiJanos	Latorcai, János	M	1944	
ParlaMint-HU-en_2023-03-28	u2023-03-28-13	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Regular	MP	notMinister	JOBBIK-frakció	Parliamentary group of the Movement for a Better Hungary in the 9th parliamentary term	Opposition	Centre-right	BenczeJanos	Bencze, János	M	1973	
ParlaMint-HU-en_2023-03-28	u2023-03-28-14	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Chairperson	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 9th parliamentary term	Coalition	Right	LatorcaiJanos	Latorcai, János	M	1944	
ParlaMint-HU-en_2023-03-28	u2023-03-28-15	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 9th parliamentary term	Coalition	Right to far-right	FarkasSandor	Farkas, Sándor	M	1953	
ParlaMint-HU-en_2023-03-28	u2023-03-28-16	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Chairperson	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 9th parliamentary term	Coalition	Right	LatorcaiJanos	Latorcai, János	M	1944	
ParlaMint-HU-en_2023-03-28	u2023-03-28-17	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Regular	MP	notMinister	MSZP-frakció	Parliamentary group of the Hungarian Socialist Party in the 9th parliamentary term	Opposition	Centre-left	MolnarZsolt	Molnár, Zsolt	M	1974	
ParlaMint-HU-en_2023-03-28	u2023-03-28-18	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Chairperson	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 9th parliamentary term	Coalition	Right	LatorcaiJanos	Latorcai, János	M	1944	
ParlaMint-HU-en_2023-03-28	u2023-03-28-19	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Regular	MP	notMinister	Fidesz-frakció	Parliamentary group of the Fidesz – Hungarian Civic Alliance in the 9th parliamentary term	Coalition	Right to far-right	DomotorCsaba	Dömötör, Csaba	M	1982	
ParlaMint-HU-en_2023-03-28	u2023-03-28-20	Hungarian parliamentary corpus ParlaMint-HU, legislative session of 2023 spring, meeting 22, day 2, 2023-03-28 [ParlaMint]	2023-03-28	Unicameralism	9. ciklus	-	22. ülés	2. ülésnap	-	COVID,War	English	Chairperson	MP	notMinister	KNDP-frakció	Parliamentary group of the Christian Democratic People's Party in the 9th parliamentary term	Coalition	Right	LatorcaiJanos	Latorcai, János	M	1944	
